CompYearlyUSD,Country,EdLevelSimplified,YearsCodeNum,Employment,DevTypePrimary,RemoteCategory,SalaryLog10
58946.0,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,Employed,"Developer, back-end",Remote,4.770454339764142
78000.0,United States of America,Some college,27.0,Employed,"Developer, full-stack",In-person,4.892094602690481
40605.0,France,Some college,22.0,"Independent contractor, freelancer, or self-employed",Support engineer or analyst,,4.608579514826188
130000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,Employed,"Developer, full-stack",In-person,5.113943352306837
210000.0,United States of America,Some college,25.0,Employed,Support engineer or analyst,Remote,5.3222192947339195
3480.0,Estonia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,"Independent contractor, freelancer, or self-employed","Architect, software or solutions",Remote,3.5415792439465807
300000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",50.0,Employed,"Architect, software or solutions",Remote,5.477121254719663
26322.0,Paraguay,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Employed,"Developer, full-stack",Remote,4.420318884788589
91652.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.962141946433933
64203.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.8075553217293745
49146.0,Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24.0,Employed,"Architect, software or solutions",In-person,4.691488176316267
76570.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.884058647093938
41596.0,Colombia,Some college,15.0,Employed,Academic researcher,In-person,4.619051569534167
49306.0,Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Employed,"Architect, software or solutions",Hybrid-InPerson,4.692899771373343
24363.0,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17.0,"Independent contractor, freelancer, or self-employed","Developer, back-end",,4.3867307652098315
221000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",47.0,Employed,"Developer, back-end",Remote,5.344392273685111
52207.0,Germany,Some college,20.0,Employed,Database administrator or engineer,Hybrid-Flexible,4.717728737821343
92812.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Employed,AI/ML engineer,Hybrid-Flexible,4.967604131357432
150819.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19.0,Employed,Data scientist,Remote,5.178456056887676
99193.0,Germany,Some college,25.0,Employed,"Developer, back-end",Hybrid-Choice,4.996481025292902
105000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40.0,Employed,"Developer, desktop or enterprise applications",Hybrid-Flexible,5.021189299069938
141188.0,Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19.0,Employed,"Developer, back-end",Hybrid-Flexible,5.149797786267849
4438.0,Algeria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,"Developer, full-stack",In-person,3.6471872978959894
200000.0,United States of America,Some college,21.0,Employed,"Developer, back-end",Hybrid-InPerson,5.301029995663981
10391.0,Sri Lanka,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Employed,"Developer, full-stack",Remote,4.016657344822202
166000.0,United States of America,Some college,34.0,Employed,"Developer, desktop or enterprise applications",Remote,5.220108088040055
94846.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Developer, full-stack",In-person,4.977019019836609
110214.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Employed,"Developer, full-stack",Hybrid-Choice,5.042236764539039
200000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,Employed,"Senior executive (C-suite, VP, etc.)",Hybrid-InPerson,5.301029995663981
83531.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",47.0,Employed,"Developer, embedded applications or devices",Hybrid-InPerson,4.921847680638257
47932.0,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Employed,"Developer, QA or test",Remote,4.68062555064508
385000.0,United States of America,Some college,35.0,Employed,Cloud infrastructure engineer,Remote,5.585460729508501
95980.0,United Kingdom of Great Britain and Northern Ireland,Some college,18.0,Employed,"Developer, full-stack",Remote,4.982180745596403
22937.0,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,"Independent contractor, freelancer, or self-employed","Architect, software or solutions",,4.360536614583294
58429.0,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,"Developer, desktop or enterprise applications",Remote,4.766628453515499
39521.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Employed,"Developer, back-end",Hybrid-InPerson,4.596827925009401
100807.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35.0,Employed,"Developer, full-stack",Hybrid-Flexible,5.003490690401377
29004.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",44.0,"Independent contractor, freelancer, or self-employed","Developer, desktop or enterprise applications",,4.462457896455275
104413.0,Germany,Some college,9.0,Employed,"Developer, full-stack",Remote,5.018754574114343
68449.0,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Employed,"Developer, back-end",Hybrid-InPerson,4.835367107727068
3870.0,Kenya,Less than secondary,15.0,"Independent contractor, freelancer, or self-employed",Project manager,Remote,3.5877109650189114
127616.0,Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Employed,"Architect, software or solutions",Hybrid-Flexible,5.105905127959524
112334.0,Czech Republic,Some college,20.0,Employed,"Developer, full-stack",Remote,5.050511223559351
7556.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Employed,"Developer, back-end",In-person,3.878291949249796
142000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Employed,"Developer, back-end",Remote,5.152288344383057
102106.0,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,Employed,"Developer, full-stack",Hybrid-InPerson,5.009051263049979
120000.0,United States of America,Some college,25.0,Employed,"Developer, full-stack",Hybrid-Flexible,5.079181246047625
110214.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19.0,Employed,"Developer, embedded applications or devices",Hybrid-Flexible,5.042236764539039
83200.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,Employed,"Developer, full-stack",In-person,4.920123326290724
127677.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Employed,Engineering manager,Hybrid-InPerson,5.106112669599132
203026.0,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,Employed,Engineering manager,Hybrid-Flexible,5.307551658275185
22826.0,Philippines,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.358429812930043
104413.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Architect, software or solutions",Remote,5.018754574114343
62000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,"Independent contractor, freelancer, or self-employed","Senior executive (C-suite, VP, etc.)",,4.7923916894982534
115000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,Employed,"Developer, full-stack",Hybrid-InPerson,5.060697840353612
88492.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Employed,"Developer, full-stack",In-person,4.946904010665083
180000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26.0,Employed,Product manager,Remote,5.2552725051033065
80254.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Founder, technology or otherwise",Remote,4.904466687614416
150818.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23.0,Employed,Engineering manager,Remote,5.178453177304058
76606.0,Canada,Some college,2.0,Employed,"Developer, front-end",Hybrid-Choice,4.884262786144918
275000.0,United States of America,Some college,18.0,Employed,Applied scientist,Hybrid-Flexible,5.439332693830263
89183.0,France,Some college,30.0,Employed,"Senior executive (C-suite, VP, etc.)",Hybrid-Choice,4.950282077360211
91000.0,United States of America,Some college,14.0,Employed,System administrator,In-person,4.959041392321094
170000.0,United States of America,Some college,35.0,Employed,Engineering manager,Hybrid-InPerson,5.230448921378274
120000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",43.0,Employed,Engineering manager,Remote,5.079181246047625
161191.0,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Employed,"Developer, embedded applications or devices",Hybrid-InPerson,5.207340789581642
21056.0,Mexico,Some college,12.0,Employed,"Architect, software or solutions",Hybrid-InPerson,4.3233758719338615
45934.0,Russian Federation,Some college,6.0,Employed,"Developer, front-end",Remote,4.662134266064286
87267.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, full-stack",Remote,4.940850046370753
81210.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,Employed,Cybersecurity or InfoSec professional,Hybrid-Choice,4.909609510490169
87011.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,Employed,"Developer, back-end",Remote,4.939574159944101
84568.0,South Africa,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,Employed,AI/ML engineer,Hybrid-Flexible,4.927206059818714
79062.0,Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Employed,"Developer, full-stack",Hybrid-Choice,4.897967796320859
264728.0,Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27.0,Employed,Engineering manager,In-person,5.422799878597844
136141.0,United Kingdom of Great Britain and Northern Ireland,Some college,15.0,Employed,"Developer, full-stack",Hybrid-Flexible,5.1339889363147595
3947.0,South Africa,Some college,14.0,Employed,"Developer, full-stack",Remote,3.5962671263955155
92000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,Employed,"Developer, back-end",Remote,4.963787827345556
46406.0,Italy,Some college,11.0,Employed,"Developer, back-end",Hybrid-Choice,4.666574135693451
105966.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, embedded applications or devices",Remote,5.025166540915475
65663.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",Remote,4.817320720819186
62648.0,Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Employed,Support engineer or analyst,Hybrid-Choice,4.796907210959406
80000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,Employed,"Developer, front-end",Remote,4.903089986991944
120381.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28.0,Employed,Engineering manager,Hybrid-InPerson,5.080557946670098
150000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,"Independent contractor, freelancer, or self-employed","Architect, software or solutions",,5.176091259055681
54580.0,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,Employed,"Developer, embedded applications or devices",Remote,4.737033531333878
120000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Employed,"Architect, software or solutions",Hybrid-InPerson,5.079181246047625
66128.0,Netherlands,Some college,11.0,Employed,Database administrator or engineer,Hybrid-Flexible,4.820385387937633
99773.0,Austria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Employed,"Developer, mobile",Hybrid-Flexible,4.999013030891847
69609.0,Slovakia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.842665394749131
100000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26.0,Employed,"Developer, back-end",Remote,5.0
65663.0,Canada,Some college,18.0,"Independent contractor, freelancer, or self-employed","Developer, game or graphics",,4.817320720819186
34122.0,Argentina,Some college,3.0,Employed,"Developer, full-stack",In-person,4.533034478635811
183000.0,United States of America,Some college,30.0,Employed,Cloud infrastructure engineer,Remote,5.26245108973043
275000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,Employed,"Developer, full-stack",Hybrid-InPerson,5.439332693830263
170000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Developer, desktop or enterprise applications",Hybrid-Choice,5.230448921378274
44417.0,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28.0,Employed,"Architect, software or solutions",Remote,4.64754922221236
69609.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,Employed,DevOps engineer or professional,Hybrid-Flexible,4.842665394749131
174022.0,Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,5.240604155608082
81210.0,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,Employed,"Developer, back-end",Hybrid-Flexible,4.909609510490169
31324.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,Academic researcher,Hybrid-Choice,4.495877215295425
155000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,Employed,"Developer, back-end",Hybrid-Flexible,5.190331698170292
108913.0,United Kingdom of Great Britain and Northern Ireland,Some college,40.0,"Independent contractor, freelancer, or self-employed","Founder, technology or otherwise",Remote,5.037079720814586
139218.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Developer, back-end",Remote,5.143695390413113
58007.0,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Employed,DevOps engineer or professional,Hybrid-Choice,4.7634804052514905
98612.0,Malta,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Employed,"Developer, back-end",Hybrid-InPerson,4.993929767037324
170000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,Employed,Engineering manager,Remote,5.230448921378274
174665.0,Israel,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Employed,"Developer, back-end",Hybrid-Flexible,5.242205888212977
81870.0,Poland,Some college,10.0,"Independent contractor, freelancer, or self-employed","Developer, back-end",,4.913124790389559
93886.0,Norway,Some college,35.0,Employed,"Developer, full-stack",Hybrid-Choice,4.972600836397644
83531.0,Germany,Some college,19.0,Employed,"Developer, full-stack",Remote,4.921847680638257
35584.0,Bulgaria,Less than secondary,20.0,"Independent contractor, freelancer, or self-employed","Developer, desktop or enterprise applications",Hybrid-InPerson,4.551254765565945
98612.0,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.993929767037324
30000.0,United States of America,Some college,38.0,"Independent contractor, freelancer, or self-employed","Architect, software or solutions",,4.477121254719663
52207.0,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21.0,Employed,"Architect, software or solutions",Hybrid-InPerson,4.717728737821343
113815.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,Employed,"Developer, game or graphics",Hybrid-InPerson,5.056199502726302
14727.0,Bangladesh,Some college,10.0,Employed,"Developer, front-end",Hybrid-InPerson,4.168114286819532
2107.0,Pakistan,Some college,5.0,Employed,"Developer, front-end",In-person,3.3236645356081
46393.0,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",31.0,Employed,"Developer, full-stack",Remote,4.6664524570481705
58382.0,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,Employed,"Developer, full-stack",In-person,4.766278968591117
174022.0,Croatia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19.0,Employed,"Architect, software or solutions",Remote,5.240604155608082
53367.0,Germany,Some college,8.0,Employed,"Developer, back-end",Hybrid-Choice,4.727272789836275
56847.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.754707550504426
